t,B8,AI4,PI4,B6B9B3,AI3,TI3,B6B9B3_B38,AI3_2,PI3,B31B32,AI2,TI2,B7,A_hinge,T_hinge,B64,B44B48
36.12,0,0.00240744689151428,0.0155836711452673,0,0.00139573175554688,0.0086961163579392,0,0.0152807580633631,0.048905700469739,1,0.994329930962582,0.964183523047305,0,0.00199092884953576,0.013181285079264,0,1
36.14,0,0.0023412269922146,0.0152212422807682,0,0.00135734037228212,0.00849530996219967,0,0.0150676690442065,0.0484368031829118,1,0.994633505722185,0.965797557810443,0,0.00193616581056955,0.0128734800492664,0,1
36.16,0,0.00227682855575953,0.014866961021899,0,0.00132000499301177,0.00829897099866341,0,0.0148575515353569,0.0479714731230916,1,0.9949208271286,0.967341430715247,0,0.00188290909888245,0.0125726352621817,0,1
36.18,0,0.00221420148048886,0.0145206533600286,0,0.00128369657099822,0.00810700563164365,0,0.0146503640993272,0.0475097019830538,1,0.995192765384245,0.96881802801608,0,0.00183111728102016,0.0122786007010996,0,1
36.2,0,0.00215329704285246,0.0141821486947453,0,0.00124838685847144,0.00791932180755633,0,0.0144460658764727,0.047051480993575,1,0.995450144101012,0.970230128028144,0,0.00178075006320844,0.0119912293358366,0,1
36.22,0,0.00209406785950367,0.0138512797780158,0,0.00121404838465239,0.00773582922787777,0,0.0142446165769337,0.0465968009379332,1,0.995693742794723,0.97158040441208,0,0.00173176826000472,0.0117103770721301,0,1
36.24,0,0.00203646785043522,0.0135278826588382,0,0.00118065443438085,0.00755643932224155,0,0.0140459764726892,0.0461456521660938,1,0.995924299246021,0.972871429416262,0,0.00168413376381205,0.0114359027013687,0,1
36.26,0,0.00198045220312928,0.0132117966284026,0,0.00114817902733117,0.00738106522168768,0,0.0138501063897226,0.0456980246085871,1,0.996142511734871,0.974105677071899,0,0.00163780951523156,0.011167667850866,0,1
36.28,0,0.00192597733769349,0.0129028641657746,0,0.00111659689779972,0.00720962173207573,0,0.0136569677002961,0.0452539077900825,1,0.996349041155418,0.975285526336711,0,0.00159275947423047,0.0109055369346865,0,1
36.3,0,0.00187300087295607,0.0126009308841136,0,0.00108588347504832,0.00704202530767345,0,0.0134665223153327,0.0448132908426663,1,0.996544513017621,0.976413264183516,0,0.00154894859210305,0.0106493771050324,0,1
